Ride_ID,Booking_DateTime,Date,Time,Hour,Day_of_Week,Month,Time_Period,Is_Weekend,City,Distance_KM,Duration_Min,Ride_Type,Base_Fare,Surge_Multiplier,Total_Fare,Fare_Per_KM,Speed_KMH,Distance_Category,Fare_Category,Status,Payment_Method,Rating,Driver_ID,Customer_ID
RIDE105992,2024-04-24 07:14:00,2024-04-24,07:14:00,7,Wednesday,April,Early Morning,Weekday,Ahmedabad,6.53,20.6,Bike,15,1.0,44.89,6.87,19.02,Medium (5-15 km),Low (≤₹50),Completed,Cash,4.0,DR7580,CUST15796
RIDE105993,2024-03-29 09:50:00,2024-03-29,09:50:00,9,Friday,March,Morning Peak,Weekday,Ahmedabad,10.82,29.2,Mini,40,1.2,173.93,16.07,22.23,Medium (5-15 km),High (₹150-300),Completed,Cash,5.0,DR9749,CUST30420
RIDE105994,2024-04-09 05:41:00,2024-04-09,05:41:00,5,Tuesday,April,Early Morning,Weekday,Ahmedabad,18.27,35.9,Premium,150,1.1,665.67,36.44,30.53,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR1004,CUST66921
RIDE105995,2024-06-26 00:19:00,2024-06-26,00:19:00,0,Wednesday,June,Late Night,Weekday,Delhi,5.1,12.3,Auto,25,1.1,65.7,12.88,24.88,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR6888,CUST60360
RIDE105996,2024-04-13 03:05:00,2024-04-13,03:05:00,3,Saturday,April,Late Night,Weekend,Bangalore,7.06,21.7,Auto,25,1.2,50.0,7.08,19.52,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR1285,CUST73021
RIDE105997,2024-03-21 16:27:00,2024-03-21,16:27:00,16,Thursday,March,Afternoon,Weekday,Chennai,16.08,30.3,Sedan,60,1.0,266.25,16.56,31.84,Long (15-30 km),High (₹150-300),Completed,Card,2.0,DR9078,CUST52175
RIDE105998,2024-02-27 06:44:00,2024-02-27,06:44:00,6,Tuesday,February,Early Morning,Weekday,Kolkata,12.04,24.3,Sedan,60,1.0,216.85,18.01,29.73,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR3205,CUST75745
RIDE105999,2024-06-10 18:26:00,2024-06-10,18:26:00,18,Monday,June,Evening Peak,Weekday,Delhi,16.05,32.5,Auto,25,2.0,259.25,16.15,29.63,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR7466,CUST81495
RIDE106000,2024-04-20 06:16:00,2024-04-20,06:16:00,6,Saturday,April,Early Morning,Weekend,Pune,22.09,44.3,Bike,15,1.1,25.0,1.13,29.92,Long (15-30 km),Low (≤₹50),Cancelled,,,DR5583,CUST97491
RIDE106001,2024-06-24 05:11:00,2024-06-24,05:11:00,5,Monday,June,Early Morning,Weekday,Mumbai,9.0,24.8,Premium,150,1.2,50.0,5.56,21.77,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR3509,CUST54345
RIDE106002,2024-03-28 16:49:00,2024-03-28,16:49:00,16,Thursday,March,Afternoon,Weekday,Hyderabad,7.2,15.5,Mini,40,1.0,105.9,14.71,27.87,Medium (5-15 km),Medium (₹50-150),Completed,Card,4.0,DR1967,CUST97014
RIDE106003,2024-06-28 22:35:00,2024-06-28,22:35:00,22,Friday,June,Night,Weekday,Ahmedabad,12.08,26.6,SUV,100,1.1,367.84,30.45,27.25,Medium (5-15 km),Premium (₹300+),Completed,Wallet,4.0,DR5748,CUST90885
RIDE106004,2024-01-25 23:54:00,2024-01-25,23:54:00,23,Thursday,January,Late Night,Weekday,Mumbai,21.28,43.4,Auto,25,1.2,196.74,9.25,29.42,Long (15-30 km),High (₹150-300),Completed,Cash,5.0,DR9951,CUST41456
RIDE106005,2024-01-22 19:53:00,2024-01-22,19:53:00,19,Monday,January,Evening Peak,Weekday,Bangalore,12.77,35.9,Premium,150,2.0,0.0,0.0,21.34,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8418,CUST67997
RIDE106006,2024-05-09 06:18:00,2024-05-09,06:18:00,6,Thursday,May,Early Morning,Weekday,Mumbai,7.02,12.5,Premium,150,1.0,321.65,45.82,33.7,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR3255,CUST75790
RIDE106007,2024-01-21 17:05:00,2024-01-21,17:05:00,17,Sunday,January,Evening Peak,Weekend,Kolkata,14.2,43.1,Bike,15,1.5,25.0,1.76,19.77,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR8404,CUST97224
RIDE106008,2024-01-25 03:00:00,2024-01-25,03:00:00,3,Thursday,January,Late Night,Weekday,Hyderabad,21.1,37.9,SUV,100,1.0,492.3,23.33,33.4,Long (15-30 km),Premium (₹300+),Completed,Wallet,4.0,DR4584,CUST67246
RIDE106009,2024-01-17 15:19:00,2024-01-17,15:19:00,15,Wednesday,January,Afternoon,Weekday,Pune,5.53,12.8,Premium,150,1.0,292.6,52.91,25.92,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR2087,CUST75794
RIDE106010,2024-03-10 20:33:00,2024-03-10,20:33:00,20,Sunday,March,Night,Weekend,Mumbai,9.74,32.8,Mini,40,1.0,140.98,14.47,17.82,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,3.0,DR4912,CUST17730
RIDE106011,2024-06-24 20:10:00,2024-06-24,20:10:00,20,Monday,June,Night,Weekday,Delhi,4.69,5.0,SUV,100,1.8,324.63,69.22,56.28,Short (0-5 km),Premium (₹300+),Completed,UPI,1.0,DR2534,CUST42405
RIDE106012,2024-06-13 18:10:00,2024-06-13,18:10:00,18,Thursday,June,Evening Peak,Weekday,Delhi,15.88,42.8,SUV,100,2.0,847.6,53.38,22.26,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR3457,CUST71088
RIDE106013,2024-05-05 04:17:00,2024-05-05,04:17:00,4,Sunday,May,Late Night,Weekend,Chennai,2.94,17.2,Sedan,60,1.32,152.06,51.72,10.26,Short (0-5 km),High (₹150-300),Completed,Wallet,4.0,DR2236,CUST77857
RIDE106014,2024-03-20 13:35:00,2024-03-20,13:35:00,13,Wednesday,March,Afternoon,Weekday,Delhi,12.16,38.8,SUV,100,1.0,0.0,0.0,18.8,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR9934,CUST35698
RIDE106015,2024-02-22 12:21:00,2024-02-22,12:21:00,12,Thursday,February,Afternoon,Weekday,Ahmedabad,16.37,37.1,SUV,100,1.0,419.75,25.64,26.47,Long (15-30 km),Premium (₹300+),Completed,Cash,5.0,DR2708,CUST48207
RIDE106016,2024-05-11 14:47:00,2024-05-11,14:47:00,14,Saturday,May,Afternoon,Weekend,Delhi,3.8,9.3,Auto,25,1.0,50.98,13.42,24.52,Short (0-5 km),Medium (₹50-150),Completed,UPI,1.0,DR9370,CUST39390
RIDE106017,2024-02-27 16:56:00,2024-02-27,16:56:00,16,Tuesday,February,Afternoon,Weekday,Bangalore,10.82,26.7,Bike,15,1.0,60.81,5.62,24.31,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR9760,CUST93238
RIDE106018,2024-05-28 12:34:00,2024-05-28,12:34:00,12,Tuesday,May,Afternoon,Weekday,Delhi,11.02,21.1,Sedan,60,1.0,201.85,18.32,31.34,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR2936,CUST60467
RIDE106019,2024-05-26 18:55:00,2024-05-26,18:55:00,18,Sunday,May,Evening Peak,Weekend,Bangalore,10.97,35.4,Bike,15,2.2,50.0,4.56,18.59,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR1439,CUST98482
RIDE106020,2024-05-08 20:27:00,2024-05-08,20:27:00,20,Wednesday,May,Night,Weekday,Kolkata,19.62,47.4,SUV,100,1.5,0.0,0.0,24.84,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR5856,CUST80651
RIDE106021,2024-04-18 11:53:00,2024-04-18,11:53:00,11,Thursday,April,Morning Peak,Weekday,Ahmedabad,5.28,20.6,Premium,150,1.0,307.1,58.16,15.38,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR8601,CUST74283
RIDE106022,2024-04-21 15:13:00,2024-04-21,15:13:00,15,Sunday,April,Afternoon,Weekend,Mumbai,10.79,20.0,Mini,40,1.1,149.08,13.82,32.37,Medium (5-15 km),Medium (₹50-150),Completed,Card,4.0,DR3180,CUST35184
RIDE106023,2024-06-16 23:15:00,2024-06-16,23:15:00,23,Sunday,June,Late Night,Weekend,Ahmedabad,14.3,34.7,Sedan,60,1.2,306.06,21.4,24.73,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR2529,CUST97069
RIDE106024,2024-02-14 13:31:00,2024-02-14,13:31:00,13,Wednesday,February,Afternoon,Weekday,Kolkata,5.87,10.2,SUV,100,1.0,208.45,35.51,34.53,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR9923,CUST58245
RIDE106025,2024-03-07 12:00:00,2024-03-07,12:00:00,12,Thursday,March,Afternoon,Weekday,Pune,10.54,33.3,Sedan,60,1.0,215.35,20.43,18.99,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR4442,CUST27733
RIDE106026,2024-01-18 07:13:00,2024-01-18,07:13:00,7,Thursday,January,Early Morning,Weekday,Mumbai,11.32,21.3,Bike,15,1.0,59.61,5.27,31.89,Medium (5-15 km),Medium (₹50-150),Completed,Card,5.0,DR3743,CUST92393
RIDE106027,2024-05-10 16:56:00,2024-05-10,16:56:00,16,Friday,May,Afternoon,Weekday,Mumbai,19.01,51.4,Sedan,60,1.0,0.0,0.0,22.19,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR3562,CUST87125
RIDE106028,2024-06-17 11:21:00,2024-06-17,11:21:00,11,Monday,June,Morning Peak,Weekday,Ahmedabad,14.02,33.0,Premium,150,1.0,512.9,36.58,25.49,Medium (5-15 km),Premium (₹300+),Completed,Cash,4.0,DR9806,CUST38218
RIDE106029,2024-05-07 21:02:00,2024-05-07,21:02:00,21,Tuesday,May,Night,Weekday,Ahmedabad,16.85,43.1,Auto,25,1.0,141.57,8.4,23.46,Long (15-30 km),Medium (₹50-150),Completed,Card,5.0,DR1166,CUST64713
RIDE106030,2024-02-02 06:43:00,2024-02-02,06:43:00,6,Friday,February,Early Morning,Weekday,Delhi,7.17,11.8,SUV,100,1.0,231.15,32.24,36.46,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR2290,CUST83788
RIDE106031,2024-05-05 09:57:00,2024-05-05,09:57:00,9,Sunday,May,Morning Peak,Weekend,Ahmedabad,12.2,35.6,Mini,40,2.4,0.0,0.0,20.56,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR5673,CUST80940
RIDE106032,2024-04-11 15:07:00,2024-04-11,15:07:00,15,Thursday,April,Afternoon,Weekday,Delhi,13.82,31.9,Bike,15,1.0,72.41,5.24,25.99,Medium (5-15 km),Medium (₹50-150),Completed,Card,4.0,DR9657,CUST92737
RIDE106033,2024-03-21 18:24:00,2024-03-21,18:24:00,18,Thursday,March,Evening Peak,Weekday,Hyderabad,22.56,51.6,SUV,100,1.2,649.92,28.81,26.23,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR1770,CUST90869
RIDE106034,2024-03-05 03:26:00,2024-03-05,03:26:00,3,Tuesday,March,Late Night,Weekday,Bangalore,2.62,6.4,Bike,15,1.2,31.27,11.94,24.56,Short (0-5 km),Low (≤₹50),Completed,Card,5.0,DR3924,CUST44864
RIDE106035,2024-01-03 16:38:00,2024-01-03,16:38:00,16,Wednesday,January,Afternoon,Weekday,Kolkata,15.7,34.7,Sedan,60,1.0,269.05,17.14,27.15,Long (15-30 km),High (₹150-300),Completed,UPI,3.0,DR5040,CUST28700
RIDE106036,2024-01-26 11:55:00,2024-01-26,11:55:00,11,Friday,January,Morning Peak,Weekday,Kolkata,10.01,24.3,Premium,150,1.0,410.95,41.05,24.72,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR2255,CUST76953
RIDE106037,2024-04-29 03:29:00,2024-04-29,03:29:00,3,Monday,April,Late Night,Weekday,Delhi,15.25,38.0,Mini,40,1.1,50.0,3.28,24.08,Long (15-30 km),Low (≤₹50),Cancelled,,,DR3600,CUST15907
RIDE106038,2024-05-01 02:58:00,2024-05-01,02:58:00,2,Wednesday,May,Late Night,Weekday,Mumbai,15.83,39.0,Sedan,60,1.0,276.8,17.49,24.35,Long (15-30 km),High (₹150-300),Completed,Cash,5.0,DR7514,CUST14240
RIDE106039,2024-03-21 01:12:00,2024-03-21,01:12:00,1,Thursday,March,Late Night,Weekday,Chennai,16.56,41.0,Premium,150,1.0,50.0,3.02,24.23,Long (15-30 km),Low (≤₹50),Cancelled,,,DR2472,CUST72086
RIDE106040,2024-03-01 09:05:00,2024-03-01,09:05:00,9,Friday,March,Morning Peak,Weekday,Ahmedabad,8.58,27.6,Bike,15,1.3,0.0,0.0,18.65,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR5568,CUST63438
RIDE106041,2024-03-29 11:19:00,2024-03-29,11:19:00,11,Friday,March,Morning Peak,Weekday,Pune,4.23,20.9,Mini,40,1.0,0.0,0.0,12.14,Short (0-5 km),Low (≤₹50),Cancelled,,,DR5052,CUST37058
RIDE106042,2024-03-28 11:37:00,2024-03-28,11:37:00,11,Thursday,March,Morning Peak,Weekday,Delhi,20.92,50.1,Premium,150,1.0,25.0,1.2,25.05,Long (15-30 km),Low (≤₹50),Cancelled,,,DR2427,CUST55736
RIDE106043,2024-06-16 13:25:00,2024-06-16,13:25:00,13,Sunday,June,Afternoon,Weekend,Hyderabad,11.22,27.8,Mini,40,1.2,175.61,15.65,24.22,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR6041,CUST76711
RIDE106044,2024-04-12 10:01:00,2024-04-12,10:01:00,10,Friday,April,Morning Peak,Weekday,Mumbai,3.88,7.7,Premium,150,1.3,320.91,82.71,30.23,Short (0-5 km),Premium (₹300+),Completed,UPI,5.0,DR6194,CUST95389
RIDE106045,2024-01-01 02:36:00,2024-01-01,02:36:00,2,Monday,January,Late Night,Weekday,Delhi,11.17,27.0,Premium,150,1.1,484.99,43.42,24.82,Medium (5-15 km),Premium (₹300+),Completed,UPI,1.0,DR7436,CUST95365
RIDE106046,2024-04-21 19:27:00,2024-04-21,19:27:00,19,Sunday,April,Evening Peak,Weekend,Ahmedabad,8.54,13.0,Premium,150,2.16,763.13,89.36,39.42,Medium (5-15 km),Premium (₹300+),Completed,Card,4.0,DR6061,CUST54849
RIDE106047,2024-02-08 08:54:00,2024-02-08,08:54:00,8,Thursday,February,Morning Peak,Weekday,Chennai,2.42,10.6,Auto,25,1.5,67.57,27.92,13.7,Short (0-5 km),Medium (₹50-150),Completed,UPI,5.0,DR6183,CUST38321
RIDE106048,2024-03-29 00:36:00,2024-03-29,00:36:00,0,Friday,March,Late Night,Weekday,Mumbai,15.22,26.8,Bike,15,1.1,81.47,5.35,34.07,Long (15-30 km),Medium (₹50-150),Completed,UPI,5.0,DR9531,CUST46344
RIDE106049,2024-01-11 12:13:00,2024-01-11,12:13:00,12,Thursday,January,Afternoon,Weekday,Bangalore,13.77,41.4,Auto,25,1.0,124.9,9.07,19.96,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR2610,CUST36798
RIDE106050,2024-02-07 14:05:00,2024-02-07,14:05:00,14,Wednesday,February,Afternoon,Weekday,Mumbai,21.11,50.0,Mini,40,1.0,237.77,11.26,25.33,Long (15-30 km),High (₹150-300),Completed,UPI,3.0,DR3833,CUST66264
RIDE106051,2024-03-12 07:33:00,2024-03-12,07:33:00,7,Tuesday,March,Early Morning,Weekday,Chennai,11.13,34.5,Premium,150,1.0,458.85,41.23,19.36,Medium (5-15 km),Premium (₹300+),Completed,Card,5.0,DR3592,CUST94818
RIDE106052,2024-01-05 11:03:00,2024-01-05,11:03:00,11,Friday,January,Morning Peak,Weekday,Delhi,4.48,23.0,Premium,150,1.0,0.0,0.0,11.69,Short (0-5 km),Low (≤₹50),Cancelled,,,DR3480,CUST96352
RIDE106053,2024-03-03 12:08:00,2024-03-03,12:08:00,12,Sunday,March,Afternoon,Weekend,Pune,11.49,23.6,Auto,25,1.0,100.15,8.72,29.21,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR2961,CUST24565
RIDE106054,2024-06-26 19:10:00,2024-06-26,19:10:00,19,Wednesday,June,Evening Peak,Weekday,Chennai,14.22,33.5,Auto,25,2.0,242.45,17.05,25.47,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR4471,CUST10340
RIDE106055,2024-01-07 13:11:00,2024-01-07,13:11:00,13,Sunday,January,Afternoon,Weekend,Hyderabad,11.91,27.0,Auto,25,1.0,104.8,8.8,26.47,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR3784,CUST45160
RIDE106056,2024-04-03 03:26:00,2024-04-03,03:26:00,3,Wednesday,April,Late Night,Weekday,Ahmedabad,3.78,5.0,Auto,25,1.0,47.65,12.61,45.36,Short (0-5 km),Low (≤₹50),Completed,UPI,5.0,DR8155,CUST11031
RIDE106057,2024-05-05 19:51:00,2024-05-05,19:51:00,19,Sunday,May,Evening Peak,Weekend,Delhi,7.19,25.8,Mini,40,1.5,174.2,24.23,16.72,Medium (5-15 km),High (₹150-300),Completed,Wallet,3.0,DR4742,CUST52764
RIDE106058,2024-05-24 03:15:00,2024-05-24,03:15:00,3,Friday,May,Late Night,Weekday,Hyderabad,13.87,39.3,SUV,100,1.0,386.65,27.88,21.18,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR3745,CUST81225
RIDE106059,2024-04-27 23:08:00,2024-04-27,23:08:00,23,Saturday,April,Late Night,Weekend,Chennai,12.39,37.7,SUV,100,1.44,520.2,41.99,19.72,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR1459,CUST85302
RIDE106060,2024-03-05 03:17:00,2024-03-05,03:17:00,3,Tuesday,March,Late Night,Weekday,Ahmedabad,3.69,11.5,Bike,15,1.1,35.0,9.49,19.25,Short (0-5 km),Low (≤₹50),Completed,Card,5.0,DR9713,CUST97319
RIDE106061,2024-06-05 17:11:00,2024-06-05,17:11:00,17,Wednesday,June,Evening Peak,Weekday,Delhi,13.87,38.5,Auto,25,2.0,246.45,17.77,21.62,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR2585,CUST62452
RIDE106062,2024-02-19 12:08:00,2024-02-19,12:08:00,12,Monday,February,Afternoon,Weekday,Ahmedabad,13.91,27.8,Mini,40,1.0,165.17,11.87,30.02,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR8195,CUST40236
RIDE106063,2024-02-06 22:10:00,2024-02-06,22:10:00,22,Tuesday,February,Night,Weekday,Hyderabad,12.94,21.6,Sedan,60,1.0,221.8,17.14,35.94,Medium (5-15 km),High (₹150-300),Completed,Wallet,3.0,DR4519,CUST61477
RIDE106064,2024-05-11 23:05:00,2024-05-11,23:05:00,23,Saturday,May,Late Night,Weekend,Bangalore,6.75,27.0,SUV,100,1.1,280.78,41.6,15.0,Medium (5-15 km),High (₹150-300),Completed,Wallet,5.0,DR8948,CUST80975
RIDE106065,2024-03-12 15:22:00,2024-03-12,15:22:00,15,Tuesday,March,Afternoon,Weekday,Mumbai,20.67,41.7,SUV,100,1.0,493.45,23.87,29.74,Long (15-30 km),Premium (₹300+),Completed,UPI,3.0,DR7951,CUST50918
RIDE106066,2024-02-24 08:17:00,2024-02-24,08:17:00,8,Saturday,February,Morning Peak,Weekend,Delhi,10.95,22.8,Mini,40,1.4300000000000002,199.41,18.21,28.82,Medium (5-15 km),High (₹150-300),Completed,UPI,2.0,DR6271,CUST33921
RIDE106067,2024-03-30 06:11:00,2024-03-30,06:11:00,6,Saturday,March,Early Morning,Weekend,Hyderabad,3.57,15.0,Bike,15,1.0,33.21,9.3,14.28,Short (0-5 km),Low (≤₹50),Completed,Card,5.0,DR4800,CUST46406
RIDE106068,2024-04-05 03:36:00,2024-04-05,03:36:00,3,Friday,April,Late Night,Weekday,Pune,12.19,30.5,SUV,100,1.0,343.85,28.21,23.98,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR8910,CUST51698
RIDE106069,2024-03-08 15:08:00,2024-03-08,15:08:00,15,Friday,March,Afternoon,Weekday,Delhi,2.41,10.0,Bike,15,1.0,27.23,11.3,14.46,Short (0-5 km),Low (≤₹50),Completed,UPI,5.0,DR7938,CUST33321
RIDE106070,2024-03-29 22:00:00,2024-03-29,22:00:00,22,Friday,March,Night,Weekday,Delhi,6.4,21.5,Bike,15,1.1,0.0,0.0,17.86,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR4067,CUST13444
RIDE106071,2024-03-17 06:42:00,2024-03-17,06:42:00,6,Sunday,March,Early Morning,Weekend,Ahmedabad,12.31,29.3,Premium,150,1.0,469.45,38.14,25.21,Medium (5-15 km),Premium (₹300+),Completed,Wallet,4.0,DR8797,CUST31628
RIDE106072,2024-03-13 16:16:00,2024-03-13,16:16:00,16,Wednesday,March,Afternoon,Weekday,Bangalore,21.72,42.7,Premium,150,1.0,691.15,31.82,30.52,Long (15-30 km),Premium (₹300+),Completed,Cash,4.0,DR4894,CUST10761
RIDE106073,2024-03-23 13:35:00,2024-03-23,13:35:00,13,Saturday,March,Afternoon,Weekend,Bangalore,15.47,33.5,Bike,15,1.0,50.0,3.23,27.71,Long (15-30 km),Low (≤₹50),Cancelled,,,DR1771,CUST76678
RIDE106074,2024-02-14 00:46:00,2024-02-14,00:46:00,0,Wednesday,February,Late Night,Weekday,Ahmedabad,19.36,50.1,Bike,15,1.2,50.0,2.58,23.19,Long (15-30 km),Low (≤₹50),Cancelled,,,DR9217,CUST77425
RIDE106075,2024-02-16 05:02:00,2024-02-16,05:02:00,5,Friday,February,Early Morning,Weekday,Bangalore,2.41,9.2,SUV,100,1.0,154.55,64.13,15.72,Short (0-5 km),High (₹150-300),Completed,Cash,5.0,DR5485,CUST28900
RIDE106076,2024-02-20 20:22:00,2024-02-20,20:22:00,20,Tuesday,February,Night,Weekday,Chennai,5.04,7.6,Premium,150,1.8,485.64,96.36,39.79,Medium (5-15 km),Premium (₹300+),Completed,Cash,3.0,DR3141,CUST87002
RIDE106077,2024-05-28 00:10:00,2024-05-28,00:10:00,0,Tuesday,May,Late Night,Weekday,Pune,25.09,52.3,Mini,40,1.0,267.93,10.68,28.78,Long (15-30 km),High (₹150-300),Completed,UPI,3.0,DR8851,CUST88339
RIDE106078,2024-05-23 04:54:00,2024-05-23,04:54:00,4,Thursday,May,Late Night,Weekday,Pune,11.81,37.1,Premium,150,1.2,0.0,0.0,19.1,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR9396,CUST78869
RIDE106079,2024-03-04 10:50:00,2024-03-04,10:50:00,10,Monday,March,Morning Peak,Weekday,Chennai,5.23,17.8,Sedan,60,1.2,166.8,31.89,17.63,Medium (5-15 km),High (₹150-300),Completed,Cash,3.0,DR3797,CUST49275
RIDE106080,2024-01-13 17:00:00,2024-01-13,17:00:00,17,Saturday,January,Evening Peak,Weekend,Ahmedabad,7.01,27.5,Premium,150,2.0,717.9,102.41,15.29,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR9039,CUST23867
RIDE106081,2024-03-29 01:57:00,2024-03-29,01:57:00,1,Friday,March,Late Night,Weekday,Kolkata,23.95,60.1,Auto,25,1.1,208.81,8.72,23.91,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR7048,CUST85484
RIDE106082,2024-02-11 21:03:00,2024-02-11,21:03:00,21,Sunday,February,Night,Weekend,Pune,9.18,24.9,Mini,40,1.1,142.08,15.48,22.12,Medium (5-15 km),Medium (₹50-150),Completed,Cash,5.0,DR9359,CUST64610
RIDE106083,2024-04-08 01:01:00,2024-04-08,01:01:00,1,Monday,April,Late Night,Weekday,Ahmedabad,19.3,34.7,Bike,15,1.1,99.28,5.14,33.37,Long (15-30 km),Medium (₹50-150),Completed,Wallet,3.0,DR8242,CUST24415
RIDE106084,2024-04-05 18:57:00,2024-04-05,18:57:00,18,Friday,April,Evening Peak,Weekday,Mumbai,15.26,39.9,Sedan,60,1.5,408.67,26.78,22.95,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR5064,CUST71765
RIDE106085,2024-02-02 22:22:00,2024-02-02,22:22:00,22,Friday,February,Night,Weekday,Mumbai,19.44,50.3,Mini,40,1.0,226.38,11.65,23.19,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR9538,CUST36707
RIDE106086,2024-03-09 07:44:00,2024-03-09,07:44:00,7,Saturday,March,Early Morning,Weekend,Bangalore,7.51,11.2,Auto,25,1.2,85.14,11.34,40.23,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR9032,CUST19752
RIDE106087,2024-03-26 09:42:00,2024-03-26,09:42:00,9,Tuesday,March,Morning Peak,Weekday,Bangalore,16.9,47.0,Bike,15,1.8,160.56,9.5,21.57,Long (15-30 km),High (₹150-300),Completed,Wallet,5.0,DR6308,CUST73557
RIDE106088,2024-01-21 18:19:00,2024-01-21,18:19:00,18,Sunday,January,Evening Peak,Weekend,Ahmedabad,4.51,9.7,Bike,15,2.2,73.44,16.28,27.9,Short (0-5 km),Medium (₹50-150),Completed,UPI,3.0,DR2367,CUST94437
RIDE106089,2024-06-29 23:58:00,2024-06-29,23:58:00,23,Saturday,June,Late Night,Weekend,Mumbai,16.72,32.7,Sedan,60,1.1,303.88,18.17,30.68,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR3433,CUST24995
RIDE106090,2024-06-09 15:11:00,2024-06-09,15:11:00,15,Sunday,June,Afternoon,Weekend,Hyderabad,18.66,44.3,SUV,100,1.0,0.0,0.0,25.27,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR2419,CUST58870
RIDE106091,2024-03-23 17:46:00,2024-03-23,17:46:00,17,Saturday,March,Evening Peak,Weekend,Kolkata,8.65,21.1,Premium,150,1.2,0.0,0.0,24.6,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR5457,CUST97386
RIDE106092,2024-02-26 17:29:00,2024-02-26,17:29:00,17,Monday,February,Evening Peak,Weekday,Mumbai,13.97,37.6,Premium,150,1.0,523.4,37.47,22.29,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR2898,CUST24735
RIDE106093,2024-06-27 16:48:00,2024-06-27,16:48:00,16,Thursday,June,Afternoon,Weekday,Pune,12.12,33.8,Auto,25,1.0,110.95,9.15,21.51,Medium (5-15 km),Medium (₹50-150),Completed,Card,3.0,DR3423,CUST60647
RIDE106094,2024-03-24 21:37:00,2024-03-24,21:37:00,21,Sunday,March,Night,Weekend,Pune,14.87,43.1,Mini,40,1.1,205.91,13.85,20.7,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR6004,CUST81921
RIDE106095,2024-01-31 08:14:00,2024-01-31,08:14:00,8,Wednesday,January,Morning Peak,Weekday,Delhi,6.45,17.4,Sedan,60,1.5,0.0,0.0,22.24,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR1380,CUST10080
RIDE106096,2024-06-28 02:36:00,2024-06-28,02:36:00,2,Friday,June,Late Night,Weekday,Mumbai,18.92,46.5,Mini,40,1.0,218.94,11.57,24.41,Long (15-30 km),High (₹150-300),Completed,UPI,5.0,DR3968,CUST45874
RIDE106097,2024-03-10 07:10:00,2024-03-10,07:10:00,7,Sunday,March,Early Morning,Weekend,Kolkata,16.95,38.4,SUV,100,1.1,0.0,0.0,26.48,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR6148,CUST20524
